Puerto Madryn,-42.769,-65.031
Puerto Natales,-51.730,-70.550
Puerto Principe,18.539,-72.337
Puerto Williams,-54.933,-67.633
Pune,18.520,73.856
Punta Arenas,-53.163,-70.917
Quito,-229.000,-78.524
Radom,51.402,21.147
Ras al-Khaimah,25.800,55.900
Rawson,-43.300,-65.100
Razgrad,43.500,26.500
Recife,-8.047,-34.877
Reggio Emilia,44.700,10.630
Reims,49.258,4.031
Rennes,48.117,-1.677
Rio de Janeiro,-22.906,-43.172
Rio Gallegos,-51.633,-69.223
Río Grande,-53.800,-67.700
Roma,41.902,12.496
Rosario,-32.946,-60.639
Roterdã,51.922,4.479
Roussillon,42.500,2.500
Ruda Slaska,50.350,18.900
Ruse,43.859,25.961
Rybnik,50.100,18.500
Rzeszow,50.040,21.999
Saint-André,-21.100,55.500
Saint-Benoit,-21.067,55.700
Saint-Denis,-20.882,55.448
Saint-Etienne,45.439,4.387
Saint-Gilles,-21.050,55.200
Saint-Joseph,-21.350,55.600
Saint-Leu,-21.200,55.300
Saint-Louis,-21.233,55.467
Saint-Paul,-21.012,55.250
Saint-Pierre,-21.335,55.465
Saitama,35.861,139.645
Sakai,34.570,135.500
Sakarya,40.776,30.400
Salamanca,40.970,-5.663
Salgotarjan,48.100,19.400
Salta,-24.782,-65.411
Salvador,-12.971,-38.501
Samsun,41.286,36.330
San Antonio,29.424,-98.494
San Carlos de Bariloche,-41.133,-71.308
San Diego,32.715,-117.161
San Francisco,37.774,-122.419
San Jose,37.338,-121.886
San Juan,18.465,-66.105
San Martin de los Andes,-40.200,-71.300
San Salvador,13.692,-89.218
Santa Cruz,-17.785,-63.181
Santa Fe,-31.653,-60.706
Santa Marta,11.240,-74.199
Santander,43.462,-3.809
Santiago,-33.448,-70.669
Santiago de Compostela,42.880,-8.546
Santo Domingo,18.486,-69.931
Sapporo,43.062,141.354
Sassari,40.724,8.559
Seattle,47.606,-122.332
Segovia,40.949,-4.117
Sendai,38.268,140.869
Seul,37.566,126.978
Sevilla,37.388,-5.982
Sharjah,25.346,55.420
Sheffield,53.381,-1.470
Shepparton,-36.370,145.400
Shumen,43.273,26.925
Sidney,-33.868,151.209
Siedlce,52.080,22.300
Silistra,44.100,27.200
Sligo,54.276,-8.475
Sliven,42.688,26.325
Slupsk,54.467,17.033
Sofia,42.697,23.324
Sokcho,38.205,128.591
Solingen,51.165,7.067
Sopot,54.440,18.560
Sopron,47.685,16.590
Soria,41.763,-2.463
Southampton,50.909,-1.404
St. Gallen,47.423,9.376
St. Louis,38.627,-90.199
Stalowa Wola,50.600,22.000
Stara Zagora,42.424,25.634
Starogard Gdanski,53.900,18.500
Strasbourg,48.573,7.752
Stuttgart,48.775,9.182
Sucre,-19.033,-65.262
Suncheon,34.950,127.500
Sunshine Coast,-26.650,153.100
Surat,21.170,72.831
Suwon,37.263,127.028
Szczecin,53.428,14.552
Szeged,46.253,20.141
Szekesfehervar,47.200,18.420
Szolnok,47.183,20.200
Szombathely,47.230,16.600
Targovishte,43.200,26.600
Tarnobrzeg,50.600,21.700
Tarnow,50.011,20.002
Tarragona,41.118,1.244
Tatabanya,47.560,18.420
Tczew,54.042,18.602
Tegucigalpa,14.081,-87.206
Teruel,40.341,-1.106
Thiruvananthapuram,8.524,76.936
Thun,46.759,7.629
Tilburg,51.585,5.056
Tokio,35.682,139.759
Toledo,39.862,-4.027
Toowoomba,-27.565,151.955
Torino,45.070,7.686
Toruń,53.020,18.598
Toulouse,43.604,1.444
Townsville,-19.258,146.818
Trabzon,41.005,39.733
Trebic,49.213,15.887
Trelew,-43.249,-65.303
Trieste,45.649,13.776
Tucuman,-26.824,-65.222
Ulsan,35.538,129.311
Umm al-Quwain,25.580,55.550
Ushuaia,-54.801,-68.303
Ústí nad Labem,50.661,14.041
Utrecht,52.090,5.121
Vadodara,22.307,73.181
Valencia,39.469,-376.000
Valladolid,41.652,-4.728
Van,38.419,43.366
Varna,43.214,27.914
Varsovia,52.229,21.012
Venezia,45.440,12.315
Verona,45.438,10.991
Veszprem,47.090,17.910
Vila do Porto,36.950,-25.080
Villa La Angostura,-40.740,-71.640
Visakhapatnam,17.686,83.218
Vratsa,43.210,23.550
Wagga Wagga,-35.109,147.353
Walbrzych,50.785,16.284
Washington,38.907,-77.037
Waterford,52.258,-7.110
Wexford,52.465,-6.458
Wiesbaden,50.082,8.240
Winterthur,47.499,8.724
Wollongong,-34.427,150.893
Wonju,37.352,127.944
Wroclaw,51.107,17.038
Wuppertal,51.256,7.150
Yambol,42.482,26.500
Yangyang,38.067,128.607
Yeosu,34.760,127.662
Yokohama,35.443,139.638
Zabrze,50.320,18.790
Zalaegerszeg,46.844,16.840
Zaragoza,41.648,-889.000
Zielona Gora,51.935,15.506
Zlin,49.223,17.672
Zurich,47.377,8.540
